Event	ID	Name			Wwise Object Path	Notes
	91038576	Set_Music_Boat_Boost			\Default Work Unit\Music\Set_Music_Boat_Boost	
	148817996	Play_whoosh			\Default Work Unit\Play_whoosh	
	323401795	Set_Music_Island_Main			\Default Work Unit\Music\Set_Music_Island_Main	
	520575376	Play_UI_click_soft			\Default Work Unit\UI\Play_UI_click_soft	
	552689038	Set_Music_Boat_Calm			\Default Work Unit\Music\Set_Music_Boat_Calm	
	821116764	Stop_boat_sideways			\Default Work Unit\Stop_boat_sideways	
	1036953801	Set_Music_Island_Main_Full			\Default Work Unit\Music\Set_Music_Island_Main_Full	
	1339559671	Play_UI_hover			\Default Work Unit\UI\Play_UI_hover	
	1346240278	Play_MainMusic			\Default Work Unit\Music\Play_MainMusic	
	1374297326	Play_bonk			\Default Work Unit\Play_bonk	
	1375079833	Set_Music_Island			\Default Work Unit\Music\Set_Music_Island	
	1386224142	Play_UI_back			\Default Work Unit\UI\Play_UI_back	
	1391074924	Play_Boat			\Default Work Unit\Play_Boat	
	1724675634	Play_Player_Footstep			\Default Work Unit\Play_Player_Footstep	
	2009308915	Set_Music_Silence			\Default Work Unit\Music\Set_Music_Silence	
	2012956938	Play_testttt			\Default Work Unit\Play_testttt	
	2254812530	Play_AMBX_Main			\Default Work Unit\Play_AMBX_Main	
	2480270868	Play_UI_click_light			\Default Work Unit\UI\Play_UI_click_light	
	2977247607	Play_UI_click_double			\Default Work Unit\UI\Play_UI_click_double	
	3115138860	Play_coins			\Default Work Unit\Play_coins	
	3134393685	Play_lick_icecream			\Default Work Unit\Play_lick_icecream	
	3287383742	Play_build_bridge			\Default Work Unit\Play_build_bridge	
	3308548503	Play_UI_select			\Default Work Unit\UI\Play_UI_select	
	3761008630	Play_UI_click_simple			\Default Work Unit\UI\Play_UI_click_simple	
	3814408302	Set_Music_Building			\Default Work Unit\Music\Set_Music_Building	
	4048235234	Play_boat_sideways			\Default Work Unit\Play_boat_sideways	

Switch Group	ID	Name			Wwise Object Path	Notes
	690777561	walkrun			\Default Work Unit\player\walkrun	
	2385628198	footsteps			\Default Work Unit\player\footsteps	
	3537656749	Ambx			\Default Work Unit\AMBX\Ambx	

Switch	ID	Name	Switch Group			Notes
	712161704	run	walkrun			
	2108779966	walk	walkrun			
	803837735	sand	footsteps			
	2058049674	wood	footsteps			
	4248645337	grass	footsteps			
	674522502	land	Ambx			
	1795056175	boat	Ambx			

State Group	ID	Name			Wwise Object Path	Notes
	3991942870	Music			\Default Work Unit\Music\Music	

State	ID	Name	State Group			Notes
	748895195	None	Music			
	1433199062	Island_main	Music			
	2157623951	Boat_Calm	Music			
	2298941290	Island_full	Music			
	3041563226	Silence	Music			
	3132664923	Island_Start	Music			
	3339761385	Building	Music			
	3811857207	Boat_Boost	Music			

Game Parameter	ID	Name			Wwise Object Path	Notes
	103953880	RTPC_Player_Footsteps			\Default Work Unit\player\RTPC_Player_Footsteps	
	239763308	RTPC_Player_Running			\Default Work Unit\player\RTPC_Player_Running	
	640542493	RTPC_Boat_Speed			\Default Work Unit\boat\RTPC_Boat_Speed	
	1337744217	RTPC_Ambx_Time			\Default Work Unit\AMBX\RTPC_Ambx_Time	
	4226707187	RTPC_Ambx_Location			\Default Work Unit\AMBX\RTPC_Ambx_Location	

Effect plug-ins	ID	Name	Type				Notes
	2966341331	boat_medium_speed	Wwise Parametric EQ			
	3665530060	wind_boat_bed	Wwise Parametric EQ			
	3930180994	AMBX_time_of_day	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	17672498	sfx_build_house_03	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_build_house_03_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\building\house\sfx_build_house_03		242692
	24823109	sfx_build_house_02	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_build_house_02_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\building\house\sfx_build_house_02		310680
	59257449	sfx_player_fts_grass_run_03	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_player_fts_grass_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\Player\Player_Footstep\Footstep_run\grass\sfx_player_fts_grass_run_03		55740
	63857153	sfx_coin_flip_06	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_coin_flip_06_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\people\coins\flip\sfx_coin_flip_06		136120
	71689500	sfx_watersplashes_boat_sideways_impact_05	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_watersplashes_boat_sideways_impact_05_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\boat\sideways\duck_into_water\sfx_watersplashes_boat_sideways_impact_05		142520
	72829619	sfx_UI_menu_click_double_03	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_UI_menu_click_double_03_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\UI\click_double\sfx_UI_menu_click_double_03		32208
	75060220	sfx_player_fts_sand_run_03	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_player_fts_sand_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\Player\Player_Footstep\Footstep_run\sand\sfx_player_fts_sand_run_03		44800
	85993444	ambx_wind_on_boat_gust_05	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\ambx_wind_on_boat_gust_05_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\ambx\AMBX_Main\ambx_boat\ambx_windgusts\ambx_wind_on_boat_gust_05		1014608
	86936168	sfx_player_fts_wood_04	C:\Users\Torbjørn\Desktop\Gamejamssss\BearmudaREPO\BearmudaWwise\Bearmuda_WwiseProject\.cache\Windows\SFX\sfx_player_fts_wood_04_10C4C929.wem		\Actor-Mixer Hierarchy\Torb\Player\Player_Footstep\Footstep_walk\wood\sfx_player_fts_wood_04		20546
